poset26/poset26-10a;0
poset26/poset26-10b;0
poset26/poset26-10c;0
poset26/poset26-10d;0
poset26/poset26-10e;0
poset26/poset26-10f;0
poset26/poset26-10g;499
poset26/poset26-10h;0
poset26/poset26-10i;0
poset26/poset26-10j;0
poset26/poset26-4a;0
poset26/poset26-4b;0
poset26/poset26-4c;0
poset26/poset26-4d;0
poset26/poset26-4e;0
poset26/poset26-4f;0
poset26/poset26-4g;0
poset26/poset26-4h;0
poset26/poset26-4i;0
poset26/poset26-4j;500
poset26/poset26-6a;0
poset26/poset26-6b;0
poset26/poset26-6c;0
poset26/poset26-6d;0
poset26/poset26-6e;0
poset26/poset26-6f;0
poset26/poset26-6g;0
poset26/poset26-6h;0
poset26/poset26-6i;0
poset26/poset26-6j;0
poset26/poset26-8a;0
poset26/poset26-8b;500
poset26/poset26-8c;0
poset26/poset26-8d;0
poset26/poset26-8e;0
poset26/poset26-8f;0
poset26/poset26-8g;498
poset26/poset26-8h;0
poset26/poset26-8i;0
poset26/poset26-8j;0
