poset10/poset10-4a;0
poset10/poset10-4b;0
poset10/poset10-4c;0
poset10/poset10-4d;0
poset10/poset10-4e;0
poset10/poset10-4f;0
poset10/poset10-4g;0
poset10/poset10-4h;0
poset10/poset10-4i;0
poset10/poset10-4j;0
poset10/poset10-6a;0
poset10/poset10-6b;0
poset10/poset10-6c;0
poset10/poset10-6d;0
poset10/poset10-6e;0
poset10/poset10-6f;0
poset10/poset10-6g;0
poset10/poset10-6h;0
poset10/poset10-6i;0
poset10/poset10-6j;0
poset10/poset10-8a;0
poset10/poset10-8b;0
poset10/poset10-8c;0
poset10/poset10-8d;0
poset10/poset10-8e;0
poset10/poset10-8f;0
poset10/poset10-8g;0
poset10/poset10-8h;0
poset10/poset10-8i;0
poset10/poset10-8j;0
