poset22/poset22-10a;0
poset22/poset22-10b;500
poset22/poset22-10c;0
poset22/poset22-10d;0
poset22/poset22-10e;0
poset22/poset22-10f;0
poset22/poset22-10g;0
poset22/poset22-10h;0
poset22/poset22-10i;0
poset22/poset22-10j;0
poset22/poset22-4a;0
poset22/poset22-4b;0
poset22/poset22-4c;0
poset22/poset22-4d;0
poset22/poset22-4e;0
poset22/poset22-4f;0
poset22/poset22-4g;0
poset22/poset22-4h;0
poset22/poset22-4i;0
poset22/poset22-4j;0
poset22/poset22-6a;0
poset22/poset22-6b;0
poset22/poset22-6c;0
poset22/poset22-6d;0
poset22/poset22-6e;0
poset22/poset22-6f;0
poset22/poset22-6g;0
poset22/poset22-6h;0
poset22/poset22-6i;0
poset22/poset22-6j;0
poset22/poset22-8a;0
poset22/poset22-8b;0
poset22/poset22-8c;499
poset22/poset22-8d;0
poset22/poset22-8e;0
poset22/poset22-8f;0
poset22/poset22-8g;0
poset22/poset22-8h;0
poset22/poset22-8i;0
poset22/poset22-8j;0
