poset10/poset10-4a;2502
poset10/poset10-4b;1500
poset10/poset10-4c;1500
poset10/poset10-4d;999
poset10/poset10-4e;2500
poset10/poset10-4f;4502
poset10/poset10-4g;2501
poset10/poset10-4h;1000
poset10/poset10-4i;1000
poset10/poset10-4j;1499
poset10/poset10-6a;38041
poset10/poset10-6b;145604
poset10/poset10-6c;62555
poset10/poset10-6d;42528
poset10/poset10-6e;122586
poset10/poset10-6f;68547
poset10/poset10-6g;27519
poset10/poset10-6h;117579
poset10/poset10-6i;46032
poset10/poset10-6j;85060
poset10/poset10-8a;415289
poset10/poset10-8b;272185
poset10/poset10-8c;603429
poset10/poset10-8d;707030
poset10/poset10-8e;458339
poset10/poset10-8f;602449
poset10/poset10-8g;617445
poset10/poset10-8h;464332
poset10/poset10-8i;483343
poset10/poset10-8j;419796
