poset14/poset14-10a;
poset14/poset14-10b;
poset14/poset14-10c;
poset14/poset14-10d;
poset14/poset14-10e;
poset14/poset14-10f;
poset14/poset14-10g;
poset14/poset14-10h;
poset14/poset14-10i;
poset14/poset14-10j;
poset14/poset14-4a;53411
poset14/poset14-4b;463572
poset14/poset14-4c;84662
poset14/poset14-4d;53410
poset14/poset14-4e;53413
poset14/poset14-4f;223703
poset14/poset14-4g;278713
poset14/poset14-4h;253928
poset14/poset14-4i;1239309
poset14/poset14-4j;550891
poset14/poset14-6a;6473046
poset14/poset14-6b;2421323
poset14/poset14-6c;18301720
poset14/poset14-6d;12105442
poset14/poset14-6e;9976890
poset14/poset14-6f;
poset14/poset14-6g;
poset14/poset14-6h;38920609
poset14/poset14-6i;36012671
poset14/poset14-6j;9964574
poset14/poset14-8a;
poset14/poset14-8b;
poset14/poset14-8c;
poset14/poset14-8d;
poset14/poset14-8e;45894297
poset14/poset14-8f;11931356
poset14/poset14-8g;
poset14/poset14-8h;
poset14/poset14-8i;
poset14/poset14-8j;
